last_name, first_name,player_id,team_id,team,position,age,competitive_runs,hp_to_1b,sprint_speed
Gentry, Craig,502226,110,BAL,RF,34,58,4.20,29.2
Brinson, Lewis,621446,158,MIL,CF,23,18,4.24,29.2
Marte, Ketel,606466,109,ARI,SS,24,114,4.13,29.2
Merrifield, Whit,593160,118,KC,2B,28,226,4.22,29.2
Hoying, Jared,592419,140,TEX,CF,28,34,4.12,29.2
Ervin, Phillip,640447,113,CIN,CF,25,25,4.22,29.1
Marisnick, Jake,545350,117,HOU,CF,26,73,4.23,29.1
Difo, Wilmer,594694,120,WSH,SS,25,169,4.18,29.1
Williams, Nick,608384,143,PHI,RF,24,135,4.19,29.1
Garcia, Avisail,541645,145,CWS,RF,26,268,4.28,29.1
Mondesi, Adalberto,609275,118,KC,2B,22,13,,29.1
Hernandez, Gorkys,491676,137,SF,CF,30,150,4.22,29.0
Pirela, Jose,517369,135,SD,LF,28,164,4.23,29.0
Alcantara, Arismendy,570489,113,CIN,2B,26,47,4.11,29.0
Phillips, Brett,621433,158,MIL,CF,23,30,3.93,29.0
Wade, Tyler,642180,147,NYY,2B,23,28,4.08,29.0
Granite, Zack,643335,142,MIN,CF,25,61,4.07,29.0
Taylor, Chris,621035,119,LAD,CF,27,238,4.18,29.0
Robinson, Shane,453203,108,LAA,CF,33,18,4.17,29.0
Jones, JaCoby,592444,116,DET,CF,25,55,4.26,29.0
Stevenson, Andrew,664057,120,WSH,RF,23,30,4.12,29.0
Rutledge, Josh,592710,111,BOS,3B,28,56,4.22,28.9
Souza Jr., Steven,519306,139,TB,RF,28,186,4.26,28.9
Hays, Austin,669720,110,BAL,RF,22,31,4.23,28.9
May, Jacob,594576,145,CWS,CF,25,18,,28.9
Altherr, Aaron,571437,143,PHI,LF,26,165,4.41,28.9
Young Jr., Eric,458913,108,LAA,LF,32,53,4.15,28.9
Fuentes, Rey,571681,109,ARI,CF,26,54,4.10,28.9
Moncada, Yoan,660162,145,CWS,2B,22,77,4.22,28.9
Bryant, Kris,592178,112,CHC,3B,25,248,4.14,28.9
Blanco, Gregor,453923,109,ARI,CF,34,103,4.11,28.8
Adduci, Jim,451192,116,DET,RF,32,29,4.12,28.8
Peraza, Jose,606299,113,CIN,2B,23,225,4.16,28.8
McCutchen, Andrew,457705,134,PIT,CF,31,219,4.30,28.8
Bellinger, Cody,641355,119,LAD,1B,22,179,4.08,28.8
Marte, Starling,516782,134,PIT,LF,29,143,4.12,28.8
Frazier, Clint,640449,147,NYY,LF,23,55,4.19,28.8
Happ, Ian,664023,112,CHC,CF,23,138,4.19,28.8
Mahtook, Mikie,543484,116,DET,CF,28,168,4.20,28.8
Taylor, Michael A.,572191,120,WSH,CF,26,149,4.12,28.8
Gardner, Brett,458731,147,NYY,LF,34,280,4.04,28.8
Cain, Lorenzo,456715,118,KC,CF,31,252,4.25,28.8
Albies, Ozzie,645277,144,ATL,2B,20,87,4.15,28.7
Hazelbaker, Jeremy,571757,109,ARI,CF,30,25,,28.7
Anderson, Tim,641313,145,CWS,SS,24,245,4.23,28.7
Swanson, Dansby,621020,144,ATL,SS,23,232,4.19,28.7
Chapman, Matt,656305,133,OAK,3B,24,105,4.34,28.7
Nimmo, Brandon,607043,121,NYM,LF,24,71,4.22,28.7
Culberson, Charlie,518586,119,LAD,SS,28,13,,28.7
Maybin, Cameron,457727,117,HOU,CF,30,196,4.23,28.7
d'Arnaud, Chase,488818,135,SD,SS,30,27,4.07,28.7
Pham, Tommy,502054,138,STL,LF,29,227,4.40,28.7
Bautista, Rafael,622441,120,WSH,RF,24,12,,28.7
Bonifacio, Emilio,466988,144,ATL,LF,32,14,,28.7
Heredia, Guillermo,628338,136,SEA,LF,26,186,4.19,28.6
Pence, Hunter,452254,137,SF,RF,34,257,4.16,28.6
Goodrum, Niko,592348,142,MIN,2B,25,7,,28.6
Eaton, Adam,594809,120,WSH,CF,29,53,4.06,28.6
Peterson, Jace,607054,144,ATL,LF,27,90,4.16,28.6
Pollock, A.J.,572041,109,ARI,CF,30,232,4.26,28.6
Toles, Andrew,592808,119,LAD,LF,25,46,4.12,28.6
Spangenberg, Cory,605486,135,SD,3B,26,192,4.14,28.6
Allen, Greg,656185,114,CLE,CF,24,18,,28.6
Realmuto, J.T.,592663,146,MIA,C,26,243,4.22,28.6
Garcia, Leury,544725,145,CWS,CF,26,149,4.10,28.6
Urena, Richard,620446,141,TOR,SS,21,21,,28.6
Lagares, Juan,501571,121,NYM,CF,28,125,4.27,28.6
Diaz, Aledmys,649557,138,STL,SS,27,133,4.20,28.5
Baez, Javier,595879,112,CHC,SS,25,195,4.24,28.5
Gosselin, Phil,594838,140,TEX,2B,29,21,4.22,28.5
Ngoepe, Gift,547912,134,PIT,2B,27,25,4.29,28.5
Almonte, Abraham,501659,114,CLE,RF,28,93,4.26,28.5
Myers, Wil,571976,135,SD,1B,27,198,4.27,28.5
Bonifacio, Jorge,593528,118,KC,RF,24,129,4.28,28.5
Hernandez, Teoscar,606192,141,TOR,LF,25,22,,28.5
Kelly, Ty,571841,143,PHI,2B,29,37,4.18,28.5
Semien, Marcus,543760,133,OAK,SS,27,130,4.28,28.5
Slater, Austin,596103,137,SF,LF,25,58,4.33,28.4
Tauchman, Mike,643565,115,COL,RF,27,10,,28.4
Lin, Tzu-Wei,624407,111,BOS,3B,23,25,4.12,28.4
Grichuk, Randal,545341,138,STL,RF,26,138,4.33,28.4
Sanchez, Yolmer,570560,145,CWS,2B,25,238,4.19,28.4
Polanco, Jorge,593871,142,MIN,SS,24,221,4.15,28.4
Bostick, Christopher,607471,134,PIT,2B,24,16,,28.4
Yelich, Christian,592885,146,MIA,CF,26,300,4.24,28.4
DeJong, Paul,657557,138,STL,SS,24,132,4.31,28.4
Hicks, Aaron,543305,147,NYY,CF,28,151,4.16,28.4
Orlando, Paulo,449181,118,KC,RF,32,36,4.30,28.4
Presley, Alex,502100,116,DET,RF,32,110,4.15,28.4
Gamel, Ben,592325,136,SEA,LF,25,237,4.18,28.4
Rickard, Joey,572073,110,BAL,RF,26,105,4.18,28.4
Hwang, Jae-Gyun,666561,137,SF,3B,30,20,4.32,28.4
Freeman, Mike,502273,112,CHC,SS,30,29,4.27,28.4
Szczur, Matt,519333,135,SD,CF,28,94,4.17,28.3
Liriano, Rymer,542642,145,CWS,LF,26,20,4.35,28.3
Perez, Hernan,541650,158,MIL,LF,26,200,4.21,28.3
Altuve, Jose,514888,117,HOU,2B,27,336,4.13,28.3
Owings, Chris,572008,109,ARI,SS,26,168,4.14,28.3
Torreyes, Ronald,591720,147,NYY,2B,25,175,4.21,28.3
Benintendi, Andrew,643217,111,BOS,LF,23,248,4.21,28.3
Bogaerts, Xander,593428,111,BOS,SS,25,300,4.21,28.3
Schebler, Scott,594988,113,CIN,RF,27,187,4.24,28.3
Kivlehan, Patrick,623182,113,CIN,RF,28,67,4.34,28.3
Upton, Justin,457708,108,LAA,LF,30,209,4.35,28.3
Florimon, Pedro,465753,143,PHI,CF,31,23,,28.3
Rosales, Adam,489267,109,ARI,SS,34,86,4.34,28.2
Torres, Ramon,593527,118,KC,2B,24,37,4.19,28.2
Thompson, Trayce,572204,119,LAD,CF,26,15,,28.2
Blackmon, Charlie,453568,115,COL,CF,31,285,4.22,28.2
Zagunis, Mark,657145,112,CHC,RF,24,5,,28.2
Russell, Addison,608365,112,CHC,SS,23,153,4.21,28.2
Featherston, Taylor,605227,139,TB,2B,28,13,,28.2
Moroff, Max,621559,134,PIT,2B,24,49,4.17,28.2
Powell, Boog,621471,133,OAK,CF,24,50,4.21,28.2
Gregorius, Didi,544369,147,NYY,SS,27,224,4.26,28.2
Dyson, Jarrod,502481,136,SEA,CF,33,159,4.09,28.2
Ahmed, Nick,605113,109,ARI,SS,27,74,4.35,28.2
Luplow, Jordan,656669,134,PIT,RF,24,25,4.37,28.2
Saladino, Tyler,573135,145,CWS,2B,28,120,4.41,28.1
Alfaro, Jorge,595751,143,PHI,C,24,47,4.35,28.1
Puig, Yasiel,624577,119,LAD,RF,27,247,4.29,28.1
Gonzalez, Erik,570481,114,CLE,2B,26,52,4.24,28.1
Hernandez, Marco,593523,111,BOS,3B,25,30,4.03,28.1
Odor, Rougned,596059,140,TEX,2B,23,196,4.17,28.1
Castellanos, Nicholas,592206,116,DET,3B,25,239,4.27,28.1
Fowler, Dexter,451594,138,STL,CF,31,166,4.26,28.1
Carrera, Ezequiel,485567,141,TOR,LF,30,129,4.16,28.1
Ellsbury, Jacoby,453056,147,NYY,CF,34,168,4.27,28.1
Santana, Danny,542454,144,ATL,LF,27,78,4.22,28.1
Beckham, Tim,542921,110,BAL,SS,27,219,4.36,28.0
Gomez, Carlos,460576,140,TEX,CF,32,111,4.39,28.0
Lindor, Francisco,596019,114,CLE,SS,24,279,4.23,28.0
Tomlinson, Kelby,605509,137,SF,2B,27,91,4.18,28.0
Riddle, JT,595375,146,MIA,SS,26,107,4.33,28.0
Springer, George,543807,117,HOU,CF,28,273,4.31,28.0
Hechavarria, Adeiny,588751,139,TB,SS,28,124,4.33,28.0
Judge, Aaron,592450,147,NYY,RF,25,208,4.50,28.0
Devers, Rafael,646240,111,BOS,3B,21,109,4.27,28.0
Ramirez, Jose,608070,114,CLE,3B,25,285,4.27,28.0
Kepler, Max,596146,142,MIN,RF,24,218,4.23,28.0
Peterson, Shane,451089,139,TB,LF,29,34,4.20,27.9
Haniger, Mitch,571745,136,SEA,RF,27,159,4.34,27.9
Betts, Mookie,605141,111,BOS,RF,25,314,4.21,27.9
Coleman, Dusty,543038,135,SD,SS,30,15,,27.9
Grossman, Robbie,543257,142,MIN,DH,28,187,4.27,27.9
Williamson, Mac,607776,137,SF,RF,27,30,4.40,27.9
Williams, Mason,592863,147,NYY,CF,26,10,,27.9
Garcia, Willy,591994,145,CWS,RF,25,51,4.47,27.9
Iglesias, Jose,578428,116,DET,SS,27,247,4.16,27.9
Nunez, Eduardo,456488,111,BOS,3B,30,250,4.17,27.9
Crawford, J.P.,641487,143,PHI,3B,22,28,4.36,27.9
Contreras, Willson,575929,112,CHC,C,25,193,4.28,27.9
Villar, Jonathan,542340,158,MIL,2B,26,175,4.16,27.9
Jackson, Austin,457706,114,CLE,CF,30,136,4.46,27.8
Pillar, Kevin,607680,141,TOR,CF,28,226,4.38,27.8
Robertson, Daniel,543706,114,CLE,RF,32,65,4.25,27.8
Gallo, Joey,608336,140,TEX,3B,24,104,4.42,27.8
Fryer, Eric,518700,138,STL,C,32,36,4.31,27.8
Ozuna, Marcell,542303,146,MIA,LF,27,263,4.39,27.8
Goodwin, Brian,571718,120,WSH,CF,27,100,4.15,27.8
Wendle, Joey,621563,133,OAK,2B,27,7,,27.8
Guyer, Brandon,446386,114,CLE,RF,31,74,4.33,27.8
Rua, Ryan,607387,140,TEX,1B,27,42,4.54,27.8
Stanton, Giancarlo,519317,146,MIA,RF,28,211,4.50,27.8
Reddick, Josh,502210,117,HOU,RF,30,217,4.20,27.8
Jankowski, Travis,608671,135,SD,LF,26,29,,27.8
Aviles, Mike,449107,146,MIA,SS,36,40,4.35,27.8
Canha, Mark,592192,133,OAK,RF,28,54,4.32,27.8
Valaika, Pat,642162,115,COL,SS,25,52,4.30,27.7
Cecchini, Gavin,608325,121,NYM,2B,24,27,4.37,27.7
Harper, Bryce,547180,120,WSH,RF,25,185,4.26,27.7
Soler, Jorge,624585,118,KC,RF,25,32,4.51,27.7
Parker, Jarrett,592620,137,SF,LF,28,74,4.28,27.7
Escobar, Alcides,444876,118,KC,SS,31,260,4.35,27.7
Duvall, Adam,594807,113,CIN,LF,29,204,4.37,27.7
Almora Jr., Albert,546991,112,CHC,CF,23,166,4.37,27.7
Miller, Brad,543543,139,TB,2B,28,140,4.29,27.7
Machado, Dixon,553988,116,DET,SS,25,88,4.40,27.7
Eibner, Brett,518649,119,LAD,CF,29,8,,27.7
Desmond, Ian,435622,115,COL,LF,32,182,4.34,27.7
Correa, Carlos,621043,117,HOU,SS,23,217,4.35,27.7
Evans, Phillip,595943,121,NYM,3B,25,11,,27.7
Schimpf, Ryan,572114,135,SD,3B,29,31,4.21,27.7
Kozma, Pete,518902,140,TEX,3B,29,13,,27.7
Puello, Cesar,527049,139,TB,LF,26,21,4.40,27.7
Marte, Jefry,527043,108,LAA,1B,26,53,4.45,27.6
Pinder, Chad,640461,133,OAK,RF,25,108,4.42,27.6
Candelario, Jeimer,600869,116,DET,3B,24,61,4.29,27.6
Utley, Chase,400284,119,LAD,2B,39,147,4.23,27.6
Martinez, Jose,500874,138,STL,1B,29,105,4.38,27.6
Blash, Jabari,518466,135,SD,RF,28,49,4.50,27.6
Escobar, Eduardo,500871,142,MIN,3B,28,169,4.25,27.6
Arroyo, Christian,624414,137,SF,3B,22,56,4.43,27.6
Young, Chris,455759,111,BOS,LF,34,89,4.37,27.6
Revere, Ben,519184,108,LAA,LF,29,170,4.23,27.6
De Aza, Alejandro,457477,120,WSH,LF,33,28,,27.6
Dickerson, Corey,572816,139,TB,LF,28,234,4.23,27.6
Harrison, Josh,543281,134,PIT,2B,30,181,4.29,27.6
Bregman, Alex,608324,117,HOU,3B,23,260,4.36,27.6
Heisey, Chris,502317,120,WSH,LF,33,28,4.37,27.6
Mercer, Jordy,474568,134,PIT,SS,31,222,4.34,27.6
Cespedes, Yoenis,493316,121,NYM,LF,32,91,4.38,27.6
Conforto, Michael,624424,121,NYM,LF,24,137,4.34,27.6
Mancini, Trey,641820,110,BAL,LF,25,242,4.44,27.6
Schoop, Jonathan,570731,110,BAL,2B,26,251,4.48,27.5
Span, Denard,452655,137,SF,CF,33,243,4.34,27.5
Espinosa, Danny,457787,139,TB,2B,30,85,4.28,27.5
Diaz, Yandy,650490,114,CLE,3B,26,88,4.38,27.5
Garcia, Greg,594824,138,STL,3B,28,107,4.25,27.5
Rendon, Anthony,543685,120,WSH,3B,27,213,4.27,27.5
Wong, Kolten,543939,138,STL,2B,27,172,4.18,27.5
Rosario, Eddie,592696,142,MIN,LF,26,239,4.17,27.5
Martinez, Michael,492841,139,TB,2B,35,8,,27.5
Delmonico, Nicky,547170,145,CWS,LF,25,64,4.39,27.5
Perkins, Cameron,573088,143,PHI,LF,27,45,4.31,27.5
Forsythe, Logan,523253,119,LAD,2B,30,160,4.46,27.5
Mejia, Francisco,642336,114,CLE,DH,22,5,,27.5
Frazier, Adam,624428,134,PIT,LF,26,206,4.29,27.5
Castro, Starlin,516770,147,NYY,2B,27,220,4.31,27.5
Collins, Tyler,607385,116,DET,CF,27,50,4.31,27.5
Martin, Leonys,547982,112,CHC,CF,29,43,4.35,27.5
Simmons, Andrelton,592743,108,LAA,SS,28,308,4.41,27.5
Robertson, Daniel,621002,139,TB,2B,23,94,4.43,27.5
Holt, Brock,571788,111,BOS,2B,29,85,4.27,27.5
Saunders, Michael,459431,141,TOR,RF,31,92,4.29,27.5
Bradley Jr., Jackie,598265,111,BOS,CF,27,225,4.29,27.5
Barney, Darwin,446381,141,TOR,2B,32,146,4.38,27.4
Smolinski, Jake,519295,133,OAK,CF,28,13,,27.4
Middlebrooks, Will,519025,140,TEX,3B,29,17,,27.4
Travis, Devon,581527,141,TOR,2B,26,77,4.38,27.4
Robinson, Drew,592685,140,TEX,3B,25,38,4.36,27.4
Cowart, Kaleb,592230,108,LAA,2B,25,46,4.39,27.4
Sanchez, Adrian,506703,120,WSH,2B,27,28,4.32,27.4
Marrero, Deven,571918,111,BOS,3B,27,90,4.47,27.4
Jones, Ryder,624507,137,SF,1B,23,54,4.40,27.4
Reyes, Jose,408314,121,NYM,SS,34,203,4.20,27.4
Peralta, David,444482,109,ARI,RF,30,291,4.30,27.4
Naquin, Tyler,571980,114,CLE,CF,26,20,4.37,27.4
Hernandez, Enrique,571771,119,LAD,LF,26,128,4.35,27.4
Romine, Andrew,461865,116,DET,CF,32,143,4.36,27.4
Cooper, Garrett,643265,147,NYY,1B,27,18,,27.4
Herrera, Odubel,546318,143,PHI,CF,26,222,4.15,27.3
Reynolds, Matt,608703,121,NYM,3B,27,44,4.51,27.3
Galvis, Freddy,520471,143,PHI,SS,28,251,4.29,27.3
Andrus, Elvis,462101,140,TEX,SS,29,348,4.34,27.3
Osuna, Jose,591741,134,PIT,RF,25,109,4.46,27.3
Barnes, Austin,605131,119,LAD,C,28,125,4.42,27.3
Refsnyder, Rob,608701,141,TOR,2B,26,43,4.45,27.3
Dietrich, Derek,518618,146,MIA,3B,28,157,4.26,27.3
Cardullo, Stephen,506924,115,COL,LF,30,10,,27.2
Kipnis, Jason,543401,114,CLE,2B,30,141,4.33,27.2
Hill, Aaron,431094,137,SF,2B,35,23,4.27,27.2
Bell, Josh,605137,134,PIT,1B,25,235,4.40,27.2
Hicks, John,543308,116,DET,1B,28,76,4.40,27.2
Polanco, Gregory,570256,134,PIT,RF,26,155,4.25,27.2
Fontana, Nolan,545337,108,LAA,2B,26,9,,27.2
Andujar, Miguel,609280,147,NYY,DH,22,6,,27.2
Descalso, Daniel,518614,109,ARI,2B,31,145,4.27,27.2
Diaz, Elias,553869,134,PIT,C,27,101,4.50,27.2
Arcia, Orlando,606115,158,MIL,SS,23,254,4.39,27.2
Rasmus, Colby,458675,139,TB,LF,31,33,,27.2
Renfroe, Hunter,592669,135,SD,RF,25,145,4.38,27.2
Inciarte, Ender,542255,144,ATL,CF,27,314,4.14,27.2
Walker, Christian,572233,109,ARI,1B,26,5,,27.2
Santana, Domingo,570267,158,MIL,RF,25,208,4.45,27.2
Mejia, Alex,622270,138,STL,3B,26,22,4.45,27.2
Smith Jr, Dwight,596105,141,TOR,LF,25,14,,27.2
Garver, Mitch,641598,142,MIN,C,26,19,,27.2
Aoki, Norichika,493114,121,NYM,LF,35,201,4.08,27.2
Brugman, Jaycob,595144,133,OAK,CF,25,61,4.29,27.2
Herrmann, Chris,543302,109,ARI,C,30,80,4.25,27.1
Asuaje, Carlos,641319,135,SD,2B,26,121,4.42,27.1
Drury, Brandon,592273,109,ARI,2B,25,218,4.41,27.1
Dozier, Brian,572821,142,MIN,2B,30,225,4.36,27.1
Hosmer, Eric,543333,118,KC,1B,28,308,4.30,27.1
Braun, Ryan,460075,158,MIL,LF,34,182,4.36,27.1
Zobrist, Ben,450314,112,CHC,2B,36,226,4.33,27.1
Heyward, Jason,518792,112,CHC,RF,28,212,4.33,27.1
Thames, Eric,519346,158,MIL,1B,31,144,4.24,27.1
Travis, Sam,607752,111,BOS,1B,24,40,4.42,27.1
Raburn, Ryan,430605,120,WSH,LF,36,23,4.52,27.1
LeMahieu, DJ,518934,115,COL,2B,29,340,4.49,27.1
Suzuki, Ichiro,400085,146,MIA,RF,44,104,4.08,27.1
Jones, Adam,430945,110,BAL,CF,32,258,4.48,27.1
Longoria, Evan,446334,139,TB,3B,32,265,4.38,27.1
Segura, Jean,516416,136,SEA,SS,27,256,4.25,27.1
Adrianza, Ehire,501303,142,MIN,SS,28,92,4.30,27.1
Norris, Derek,519083,139,TB,C,28,44,4.43,27.0
Stassi, Brock,595426,143,PHI,1B,28,28,4.42,27.0
Weeks Jr., Rickie,430001,139,TB,DH,35,31,4.38,27.0
Valencia, Danny,502143,136,SEA,1B,33,180,4.48,27.0
Rojas, Miguel,500743,146,MIA,SS,28,153,4.39,27.0
Van Slyke, Scott,475100,119,LAD,1B,31,11,,27.0
Mazara, Nomar,608577,140,TEX,RF,22,244,4.34,27.0
Martinez, J.D.,502110,109,ARI,RF,30,151,4.42,26.9
Lamb, Jake,571875,109,ARI,3B,27,238,4.37,26.9
Smith, Tyler,642094,136,SEA,SS,26,5,,26.9
Pearce, Steve,456665,141,TOR,LF,34,122,4.48,26.9
Knapp, Andrew,595284,143,PHI,C,26,83,4.36,26.9
Moncrief, Carlos,519037,137,SF,RF,29,11,,26.9
Suarez, Eugenio,553993,113,CIN,3B,26,198,4.47,26.9
Plouffe, Trevor,461858,139,TB,3B,31,91,4.49,26.9
Kinsler, Ian,435079,116,DET,2B,35,207,4.40,26.9
Zimmerman, Ryan,475582,120,WSH,1B,33,238,4.41,26.9
Huffman, Chad,502151,138,STL,RF,32,6,,26.9
Gonzalez, Carlos,471865,115,COL,RF,32,233,4.31,26.9
Gurriel, Yuli,493329,117,HOU,1B,33,272,4.36,26.9
Sano, Miguel,593934,142,MIN,3B,24,135,4.61,26.9
Abreu, Jose,547989,145,CWS,1B,30,268,4.52,26.9
Seager, Corey,608369,119,LAD,SS,23,244,4.47,26.8
Granderson, Curtis,434158,119,LAD,CF,36,148,4.27,26.9
Davis, J.D.,605204,117,HOU,3B,24,31,4.55,26.8
Kemp, Tony,643393,117,HOU,LF,26,18,,26.8
Schwarber, Kyle,656941,112,CHC,LF,24,130,4.32,26.8
Tomas, Yasmany,630111,109,ARI,LF,27,63,4.55,26.8
Goldschmidt, Paul,502671,109,ARI,1B,30,229,4.47,26.8
Austin, Tyler,592122,147,NYY,1B,26,10,,26.8
Torrens, Luis,620443,135,SD,C,21,53,4.57,26.8
Lombardozzi, Steve,543459,146,MIA,2B,29,5,,26.8
Gomes, Yan,543228,114,CLE,C,30,135,4.53,26.8
Motter, Taylor,600301,136,SEA,SS,28,99,4.56,26.7
Pennington, Cliff,460060,108,LAA,2B,33,69,4.34,26.7
McCann, James,543510,116,DET,C,27,124,4.59,26.7
Piscotty, Stephen,572039,138,STL,RF,26,146,4.44,26.7
Belt, Brandon,474832,137,SF,1B,29,115,4.34,26.7
Garneau, Dustin,572863,133,OAK,C,30,34,4.55,26.7
Rivera, T.J.,608061,121,NYM,3B,29,92,4.42,26.7
Amarista, Alexi,506560,115,COL,SS,28,67,4.34,26.7
Anderson, Brian,605119,146,MIA,3B,24,38,4.56,26.7
Camargo, Johan,622666,144,ATL,3B,24,118,4.37,26.7
Aybar, Erick,430947,135,SD,SS,33,165,4.36,26.7
d'Arnaud, Travis,518595,121,NYM,C,28,147,4.54,26.7
Kendrick, Howie,435062,120,WSH,LF,34,163,4.49,26.7
Morrison, Logan,489149,139,TB,1B,30,147,4.49,26.7
Gonzalez, Marwin,503556,117,HOU,LF,28,213,4.31,26.7
Lowrie, Jed,476704,133,OAK,2B,33,184,4.50,26.7
Nieuwenhuis, Kirk,543590,158,MIL,CF,30,7,,26.7
Profar, Jurickson,595777,140,TEX,LF,24,27,,26.7
Villanueva, Christian,570799,135,SD,3B,26,13,,26.7
White, Tyler,643603,117,HOU,1B,27,16,,26.6
Smith, Kevan,607345,145,CWS,C,29,149,4.60,26.6
Sogard, Eric,519299,158,MIL,2B,31,114,4.26,26.6
Healy, Ryon,592387,133,OAK,DH,25,231,4.56,26.6
Goins, Ryan,572365,141,TOR,SS,29,175,4.45,26.6
Carpenter, Matt,572761,138,STL,1B,32,134,4.39,26.6
Stassi, Max,545358,117,HOU,C,26,9,,26.6
Gattis, Evan,594828,117,HOU,C,31,129,4.49,26.6
Santander, Anthony,623993,110,BAL,RF,23,8,,26.6
Freeman, Freddie,518692,144,ATL,1B,28,165,4.43,26.6
Frazier, Todd,453943,147,NYY,3B,31,180,4.47,26.5
Ruiz, Rio,547004,144,ATL,3B,23,65,4.57,26.5
Sardinas, Luis,596143,135,SD,SS,24,22,,26.5
Tejada, Ruben,514913,110,BAL,SS,28,48,4.56,26.5
Chisenhall, Lonnie,502082,114,CLE,RF,29,110,4.45,26.5
Romine, Austin,519222,147,NYY,C,29,103,4.47,26.5
Joyce, Matt,459964,133,OAK,RF,33,170,4.51,26.5
Jaso, John,444379,134,PIT,RF,34,91,4.53,26.5
Pederson, Joc,592626,119,LAD,CF,25,122,4.36,26.5
Davis, Khris,501981,133,OAK,LF,30,187,4.73,26.5
Trumbo, Mark,444432,110,BAL,DH,31,211,4.65,26.5
Donaldson, Josh,518626,141,TOR,3B,32,155,4.48,26.5
Urshela, Gio,570482,114,CLE,3B,26,82,4.41,26.5
Severino, Pedro,600474,120,WSH,C,24,11,,26.4
Rodriguez, Sean,446481,134,PIT,3B,32,37,4.60,26.5
Carter, Chris,474892,147,NYY,1B,31,41,4.70,26.4
Alvarez, Pedro,476883,110,BAL,DH,30,13,,26.4
Franklin, Nick,545338,108,LAA,LF,26,44,4.36,26.4
Calhoun, Kole,594777,108,LAA,RF,30,243,4.52,26.4
Gomez, Miguel,622497,137,SF,2B,25,14,,26.4
Gennett, Scooter,571697,113,CIN,2B,27,173,4.40,26.4
Hedges, Austin,595978,135,SD,C,25,117,4.58,26.4
Parra, Gerardo,467827,115,COL,LF,30,183,4.32,26.4
Wolters, Tony,547172,115,COL,C,25,115,4.42,26.4
Jay, Jon,445055,112,CHC,CF,32,198,4.44,26.4
Moss, Brandon,461235,118,KC,DH,34,89,4.47,26.4
Smith, Seth,452234,110,BAL,RF,35,117,4.42,26.4
Flaherty, Ryan,475247,110,BAL,SS,31,17,4.41,26.3
Kim, Hyun Soo,547957,143,PHI,LF,29,87,4.35,26.3
Bruce, Jay,457803,114,CLE,RF,30,193,4.40,26.3
Blanco, Andres,433217,143,PHI,2B,33,51,4.57,26.3
Zunino, Mike,572287,136,SEA,C,26,113,4.57,26.3
Machado, Manny,592518,110,BAL,3B,25,247,4.62,26.3
Telis, Tomas,542513,146,MIA,1B,26,62,4.48,26.3
Asche, Cody,605125,145,CWS,DH,27,15,,26.3
Choo, Shin-Soo,425783,140,TEX,RF,35,212,4.44,26.3
Garcia, Adonis,611177,144,ATL,3B,32,85,4.48,26.3
Walker, Neil,435522,158,MIL,2B,32,157,4.46,26.3
Murphy, Daniel,502517,120,WSH,2B,32,223,4.38,26.2
Coghlan, Chris,458085,141,TOR,3B,32,26,4.40,26.2
Phegley, Josh,572033,133,OAK,C,29,48,4.47,26.2
Farmer, Kyle,571657,119,LAD,1B,27,9,,26.2
